srch_id,actual_label,ai_pred_label,mnl_pred_label,actual_purchase,ai_pred_purchase,mnl_pred_purchase,ai_correct_top1,mnl_correct_top1,ai_correct_purchase_decision,mnl_correct_purchase_decision,mnl_outside_prob,mnl_best_hotel_prob
17906,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.1840040941250384,0.058786242006216634
18669,HOTEL_23,HOTEL_6,NO_PURCHASE,True,True,False,False,False,True,False,0.3212348433856724,0.04415445751735267
18683,HOTEL_4,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.25459127832315,0.12685277082767726
21102,HOTEL_24,HOTEL_14,NO_PURCHASE,True,True,False,False,False,True,False,0.40431019732400436,0.057605605374719274
21729,HOTEL_22,HOTEL_12,NO_PURCHASE,True,True,False,False,False,True,False,0.1825867760290203,0.0468952037660152
22060,HOTEL_15,HOTEL_24,NO_PURCHASE,True,True,False,False,False,True,False,0.09023831743404324,0.0831001828416772
22189,HOTEL_1,HOTEL_3,NO_PURCHASE,True,True,False,False,False,True,False,0.3410831165293446,0.10902673104094089
22647,HOTEL_2,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.3706306856351292,0.07103717562072838
22740,HOTEL_2,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.7148700155666375,0.15880111016574083
23187,HOTEL_4,HOTEL_14,NO_PURCHASE,True,True,False,False,False,True,False,0.16513057276206572,0.06800017243769375
23405,HOTEL_8,HOTEL_8,NO_PURCHASE,True,True,False,True,False,True,False,0.1782991861842225,0.11699534182604576
23449,HOTEL_8,HOTEL_17,NO_PURCHASE,True,True,False,False,False,True,False,0.13639325369082286,0.0543007019678741
23454,HOTEL_24,HOTEL_21,NO_PURCHASE,True,True,False,False,False,True,False,0.2175704131391363,0.056303062328211646
25330,HOTEL_22,HOTEL_25,NO_PURCHASE,True,True,False,False,False,True,False,0.13219157010130655,0.05621721513553089
25807,HOTEL_7,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.20581582980922436,0.06355336513903447
26091,HOTEL_2,HOTEL_1,NO_PURCHASE,True,True,False,False,False,True,False,0.16506807165279894,0.09719385354123439
26516,HOTEL_6,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.178353360388479,0.04696229722886908
28140,HOTEL_15,HOTEL_30,NO_PURCHASE,True,True,False,False,False,True,False,0.07837585923714549,0.05559307660700554
28649,HOTEL_6,HOTEL_8,NO_PURCHASE,True,True,False,False,False,True,False,0.4223148364774059,0.07095566418376582
29441,HOTEL_1,HOTEL_27,NO_PURCHASE,True,True,False,False,False,True,False,0.1463148330433631,0.05322912615997665
30127,HOTEL_3,HOTEL_17,NO_PURCHASE,True,True,False,False,False,True,False,0.15916594118502972,0.04146802603285593
30271,HOTEL_14,HOTEL_17,NO_PURCHASE,True,True,False,False,False,True,False,0.2872011965361845,0.06135429417302439
31157,HOTEL_23,HOTEL_17,NO_PURCHASE,True,True,False,False,False,True,False,0.12222130461965901,0.04453043303102296
31861,HOTEL_2,HOTEL_30,NO_PURCHASE,True,True,False,False,False,True,False,0.1494288045916316,0.043609128422664775
32409,HOTEL_12,HOTEL_1,NO_PURCHASE,True,True,False,False,False,True,False,0.21833175465578764,0.09717352971630425
32955,HOTEL_10,HOTEL_17,NO_PURCHASE,True,True,False,False,False,True,False,0.26304049854771844,0.0677431052596865
33755,HOTEL_1,HOTEL_1,NO_PURCHASE,True,True,False,True,False,True,False,0.4705290619528044,0.17954505430537407
33789,HOTEL_10,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.18423110318767177,0.11272225075919624
34295,HOTEL_5,HOTEL_2,NO_PURCHASE,True,True,False,False,False,True,False,0.34133677238095317,0.12923617471533994
36061,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.8897325408267702,0.11026745917322989
36850,HOTEL_4,HOTEL_10,NO_PURCHASE,True,True,False,False,False,True,False,0.24178123983400016,0.09498562550739219
37048,HOTEL_3,HOTEL_11,NO_PURCHASE,True,True,False,False,False,True,False,0.15459301382797083,0.06741981773922813
38787,HOTEL_13,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.14471193296965643,0.054067624962912036
38968,HOTEL_1,HOTEL_1,NO_PURCHASE,True,True,False,True,False,True,False,0.5764990532857303,0.14082043069033648
39046,HOTEL_4,HOTEL_12,NO_PURCHASE,True,True,False,False,False,True,False,0.29783743834943144,0.06460005025741211
39147,HOTEL_6,HOTEL_20,NO_PURCHASE,True,True,False,False,False,True,False,0.07087876785752699,0.0649096999607388
39713,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.3310656092229842,0.10252648350976255
41387,HOTEL_19,HOTEL_25,NO_PURCHASE,True,True,False,False,False,True,False,0.08921496151148292,0.05144436824088521
42111,HOTEL_21,HOTEL_20,NO_PURCHASE,True,True,False,False,False,True,False,0.14381951410774396,0.04695846178812091
43217,HOTEL_8,HOTEL_9,NO_PURCHASE,True,True,False,False,False,True,False,0.15965068511449984,0.052766282647338715
43571,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.2952957681795961,0.0666798813219854
43682,HOTEL_11,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.2435711011713625,0.10723572476199057
44120,HOTEL_2,HOTEL_11,NO_PURCHASE,True,True,False,False,False,True,False,0.166147582515457,0.05772391070731122
44274,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.4342957608197295,0.1089492522954104
44998,HOTEL_12,HOTEL_4,NO_PURCHASE,True,True,False,False,False,True,False,0.27003227410549446,0.12366756469268081
45273,HOTEL_6,HOTEL_6,NO_PURCHASE,True,True,False,True,False,True,False,0.346076355296561,0.15944371895821943
45609,HOTEL_4,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.41439598510395637,0.2269567821707767
45627,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.5409681843051796,0.14197061478736048
46543,HOTEL_26,HOTEL_27,NO_PURCHASE,True,True,False,False,False,True,False,0.13520407240433227,0.06021899803397883
46908,HOTEL_1,HOTEL_1,NO_PURCHASE,True,True,False,True,False,True,False,0.3464473985873279,0.1917108158706571
47129,HOTEL_4,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.32838136304310117,0.1012854405825895
47482,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.5014160550669057,0.10502461861632917
48498,HOTEL_4,HOTEL_2,NO_PURCHASE,True,True,False,False,False,True,False,0.25965573114875573,0.11316288631911442
48805,HOTEL_5,HOTEL_2,NO_PURCHASE,True,True,False,False,False,True,False,0.2320131383981021,0.07999742135478008
49128,HOTEL_30,HOTEL_14,NO_PURCHASE,True,True,False,False,False,True,False,0.10987761775514956,0.05595994688122809
49866,HOTEL_4,HOTEL_4,NO_PURCHASE,True,True,False,True,False,True,False,0.6262083765544423,0.19215315485904907
49938,HOTEL_4,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.38795474086701803,0.17581722050934231
50447,HOTEL_11,HOTEL_20,NO_PURCHASE,True,True,False,False,False,True,False,0.14639407224338766,0.08381351493569007
51204,HOTEL_11,HOTEL_7,NO_PURCHASE,True,True,False,False,False,True,False,0.2750204945856964,0.1172118581355688
51539,HOTEL_4,HOTEL_8,NO_PURCHASE,True,True,False,False,False,True,False,0.6003537375525457,0.08022203630931252
51601,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.2848720040119866,0.08749470354867785
51719,HOTEL_17,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.2006787162652898,0.07798596017031625
51888,HOTEL_4,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.6278316097319037,0.08793130398980234
51979,HOTEL_3,HOTEL_23,NO_PURCHASE,True,True,False,False,False,True,False,0.17286455120238475,0.062410751911893304
52393,HOTEL_12,HOTEL_4,NO_PURCHASE,True,True,False,False,False,True,False,0.2376391361220058,0.1614430353648902
52572,HOTEL_2,HOTEL_32,NO_PURCHASE,True,True,False,False,False,True,False,0.12830758711609572,0.04446822217366073
53406,HOTEL_5,HOTEL_5,NO_PURCHASE,True,True,False,True,False,True,False,0.36451461272748337,0.10048054939726246
53810,HOTEL_2,HOTEL_15,NO_PURCHASE,True,True,False,False,False,True,False,0.18209884367320445,0.046222606507675144
53906,HOTEL_13,HOTEL_6,NO_PURCHASE,True,True,False,False,False,True,False,0.33433363236531843,0.06107989636905473
54599,HOTEL_3,HOTEL_2,NO_PURCHASE,True,True,False,False,False,True,False,0.48712459709063266,0.11613301515529702
55244,HOTEL_2,HOTEL_20,NO_PURCHASE,True,True,False,False,False,True,False,0.19104700467548633,0.05437148727847842
55627,HOTEL_7,HOTEL_22,NO_PURCHASE,True,True,False,False,False,True,False,0.18621084302991897,0.050409792729443924
55705,HOTEL_5,HOTEL_7,NO_PURCHASE,True,True,False,False,False,True,False,0.27274389735595783,0.10159443194644892
55711,HOTEL_9,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.4213705493072931,0.09193423561736361
56806,HOTEL_32,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.14299229356792817,0.04830069296583566
56852,HOTEL_11,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.1650598977789995,0.06649629121265936
57946,HOTEL_14,HOTEL_14,NO_PURCHASE,True,True,False,True,False,True,False,0.14284106564029714,0.09030358612375505
58411,HOTEL_2,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.12538812368080277,0.04337181760439218
59470,HOTEL_11,HOTEL_16,NO_PURCHASE,True,True,False,False,False,True,False,0.16733462871845367,0.0880611467257892
60134,HOTEL_12,HOTEL_10,NO_PURCHASE,True,True,False,False,False,True,False,0.15658173772377415,0.09271319834550913
60560,HOTEL_24,HOTEL_8,NO_PURCHASE,True,True,False,False,False,True,False,0.14783897929662956,0.04438319308974071
61000,HOTEL_9,HOTEL_22,NO_PURCHASE,True,True,False,False,False,True,False,0.13366876581302098,0.046112418838805236
61734,HOTEL_5,HOTEL_17,NO_PURCHASE,True,True,False,False,False,True,False,0.17167435682039492,0.05582452383030341
63723,HOTEL_6,HOTEL_30,NO_PURCHASE,True,True,False,False,False,True,False,0.14453175871452698,0.046703926804773775
64646,HOTEL_14,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.20284315207547643,0.05810795249724611
65046,HOTEL_16,HOTEL_10,NO_PURCHASE,True,True,False,False,False,True,False,0.16292979184303039,0.07148886212774762
65682,HOTEL_6,HOTEL_4,NO_PURCHASE,True,True,False,False,False,True,False,0.410385949657876,0.1489103083842877
65839,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.7925927940870082,0.20740720591299186
66204,HOTEL_2,HOTEL_6,NO_PURCHASE,True,True,False,False,False,True,False,0.2692143776318609,0.13418916117663665
66465,HOTEL_18,HOTEL_20,NO_PURCHASE,True,True,False,False,False,True,False,0.07707691146030655,0.047100155074476235
66616,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.26972453322162815,0.16705702327404862
67945,HOTEL_4,HOTEL_1,NO_PURCHASE,True,True,False,False,False,True,False,0.7628305207052315,0.09002273003051778
68018,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.5114872868060153,0.13904845928915344
68475,HOTEL_9,HOTEL_6,NO_PURCHASE,True,True,False,False,False,True,False,0.1911980501442277,0.0843226871341783
69231,HOTEL_27,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.3213956550926893,0.06438297820078952
69995,HOTEL_14,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.15024034189851512,0.041767886601347726
70103,HOTEL_25,HOTEL_12,NO_PURCHASE,True,True,False,False,False,True,False,0.19581442362213913,0.08017563233320754
71103,HOTEL_25,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.11595464303893689,0.08801621917987808
71694,HOTEL_7,HOTEL_7,NO_PURCHASE,True,True,False,True,False,True,False,0.26798024795467335,0.125743778943408
72581,HOTEL_5,HOTEL_5,NO_PURCHASE,True,True,False,True,False,True,False,0.3859703644958701,0.3084135387212559
74160,HOTEL_4,HOTEL_4,NO_PURCHASE,True,True,False,True,False,True,False,0.46634540678216657,0.13980172179181574
74374,HOTEL_2,HOTEL_9,NO_PURCHASE,True,True,False,False,False,True,False,0.17646082184524564,0.06659686465497956
74898,HOTEL_2,HOTEL_20,NO_PURCHASE,True,True,False,False,False,True,False,0.15243667792614138,0.0585441852818844
75264,HOTEL_5,HOTEL_5,NO_PURCHASE,True,True,False,True,False,True,False,0.14279797808262426,0.06845698287121063
75361,HOTEL_11,HOTEL_11,NO_PURCHASE,True,True,False,True,False,True,False,0.21226101120526528,0.08909571865532755
75480,HOTEL_12,HOTEL_15,NO_PURCHASE,True,True,False,False,False,True,False,0.23297070528707922,0.08054063883423855
75558,HOTEL_2,HOTEL_9,NO_PURCHASE,True,True,False,False,False,True,False,0.1943553104197495,0.10137651440085273
75809,HOTEL_1,HOTEL_15,NO_PURCHASE,True,True,False,False,False,True,False,0.1824437466709649,0.06268280503039841
77776,HOTEL_8,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.2558933683449277,0.05453087787824519
77958,HOTEL_1,HOTEL_3,NO_PURCHASE,True,True,False,False,False,True,False,0.27897979697063735,0.15302129227529224
78556,HOTEL_3,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.3444720075636639,0.14210063757448851
78904,HOTEL_3,HOTEL_20,NO_PURCHASE,True,True,False,False,False,True,False,0.2523718982797102,0.06099626583211068
79448,HOTEL_6,HOTEL_6,NO_PURCHASE,True,True,False,True,False,True,False,0.1560827215140553,0.08613921037528764
80240,HOTEL_8,HOTEL_24,NO_PURCHASE,True,True,False,False,False,True,False,0.1400045401444362,0.039924096810317916
80442,HOTEL_2,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.10358837491753903,0.056650178721659304
80465,HOTEL_10,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.2267463803268937,0.08712829395444445
81572,HOTEL_2,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.44851699872366546,0.12811049222407933
82253,HOTEL_30,HOTEL_22,NO_PURCHASE,True,True,False,False,False,True,False,0.1068442315126472,0.04705044921189114
82360,HOTEL_11,HOTEL_21,NO_PURCHASE,True,True,False,False,False,True,False,0.09032760196969486,0.08066461339380435
82454,HOTEL_2,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.7909181028065586,0.14541628440804819
82785,HOTEL_4,HOTEL_4,NO_PURCHASE,True,True,False,True,False,True,False,0.6454982810178237,0.16522924731230587
83009,HOTEL_5,HOTEL_1,NO_PURCHASE,True,True,False,False,False,True,False,0.2531795228852338,0.08504417553970689
83160,HOTEL_8,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.21222447898621694,0.090940784744427
84602,HOTEL_3,HOTEL_4,NO_PURCHASE,True,True,False,False,False,True,False,0.22271795473587025,0.08178084307837245
85038,HOTEL_9,HOTEL_6,NO_PURCHASE,True,True,False,False,False,True,False,0.28034037775107057,0.08305144123309188
86043,HOTEL_7,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.34294553001634986,0.15367339520264073
86625,HOTEL_21,HOTEL_1,NO_PURCHASE,True,True,False,False,False,True,False,0.13075887476799136,0.06334718413791815
86636,HOTEL_16,HOTEL_13,NO_PURCHASE,True,True,False,False,False,True,False,0.35068802194246007,0.0643901210726718
87585,HOTEL_13,HOTEL_16,NO_PURCHASE,True,True,False,False,False,True,False,0.2585823279657683,0.07647536758814252
88347,HOTEL_3,HOTEL_12,NO_PURCHASE,True,True,False,False,False,True,False,0.40666108364429243,0.07872813514654736
90244,HOTEL_2,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.8918030589872512,0.07856227656574095
91342,HOTEL_8,HOTEL_8,NO_PURCHASE,True,True,False,True,False,True,False,0.4730254438449902,0.08842744095609835
92195,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.9110078669820678,0.08899213301793212
92798,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.4459989489716857,0.09172306510081513
93165,HOTEL_3,HOTEL_12,NO_PURCHASE,True,True,False,False,False,True,False,0.10727676249107289,0.052188322365883465
93319,HOTEL_13,HOTEL_13,NO_PURCHASE,True,True,False,True,False,True,False,0.3288826555089796,0.0723317240854271
93465,HOTEL_15,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.1925716827911586,0.08983063396013213
93607,HOTEL_3,HOTEL_10,NO_PURCHASE,True,True,False,False,False,True,False,0.34128384361918657,0.08695958991582475
94563,HOTEL_9,HOTEL_11,NO_PURCHASE,True,True,False,False,False,True,False,0.11261759722323217,0.05296978540754075
95173,HOTEL_12,HOTEL_8,NO_PURCHASE,True,True,False,False,False,True,False,0.1144427950151879,0.06400853291664071
95708,HOTEL_13,HOTEL_2,NO_PURCHASE,True,True,False,False,False,True,False,0.19961390209681737,0.10833618552472407
96250,HOTEL_2,HOTEL_3,NO_PURCHASE,True,True,False,False,False,True,False,0.4357107591982682,0.15093395346672772
96956,HOTEL_19,HOTEL_13,NO_PURCHASE,True,True,False,False,False,True,False,0.12401261218024673,0.06033004036748992
97062,HOTEL_25,HOTEL_14,NO_PURCHASE,True,True,False,False,False,True,False,0.2107300008476236,0.051006713801737234
97176,HOTEL_1,HOTEL_4,NO_PURCHASE,True,True,False,False,False,True,False,0.35539002879222875,0.06592717337152951
97262,HOTEL_16,HOTEL_14,NO_PURCHASE,True,True,False,False,False,True,False,0.13540906949935486,0.07903179036799834
98385,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.6749349146202395,0.13377159001722405
99029,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.4268978046112163,0.15720045291358117
99744,HOTEL_7,HOTEL_28,NO_PURCHASE,True,True,False,False,False,True,False,0.11684396721181028,0.04450077484062534
99795,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.5769318547399782,0.1957544204683534
101590,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.13281242618391897,0.05693259437993104
103039,HOTEL_3,HOTEL_3,NO_PURCHASE,True,True,False,True,False,True,False,0.5077589454031912,0.19742196809908955
103131,HOTEL_3,HOTEL_3,NO_PURCHASE,True,True,False,True,False,True,False,0.6011870285332805,0.11863179322626591
103217,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.5617572353048275,0.12972567011776268
103516,HOTEL_11,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.34811997031685293,0.07405486094523353
105104,HOTEL_1,HOTEL_2,NO_PURCHASE,True,True,False,False,False,True,False,0.4721999718596311,0.1793036746918499
105677,HOTEL_5,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.45903855845848857,0.09932039641159322
107508,HOTEL_25,HOTEL_29,NO_PURCHASE,True,True,False,False,False,True,False,0.14394231562028834,0.04390957665590202
107632,HOTEL_1,HOTEL_1,NO_PURCHASE,True,True,False,True,False,True,False,0.2801222593017218,0.1032848998944358
110696,HOTEL_7,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.13879273164399902,0.05550268961026205
110813,HOTEL_2,HOTEL_2,NO_PURCHASE,True,True,False,True,False,True,False,0.2854192823087212,0.07557738628006733
111124,HOTEL_27,HOTEL_6,NO_PURCHASE,True,True,False,False,False,True,False,0.1850990747147276,0.05034817542772933
112224,HOTEL_28,HOTEL_13,NO_PURCHASE,True,True,False,False,False,True,False,0.12095477479561996,0.048371672028678085
112905,HOTEL_3,HOTEL_9,NO_PURCHASE,True,True,False,False,False,True,False,0.13028551229089053,0.11264611969572083
113353,HOTEL_1,HOTEL_7,NO_PURCHASE,True,True,False,False,False,True,False,0.2750394768743674,0.17333886738768717
113660,HOTEL_2,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.6984668892424237,0.17903678632359232
113880,HOTEL_8,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.21789572992116846,0.06760110406592802
114206,HOTEL_31,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.13416731833063503,0.05460031736618507
116171,HOTEL_10,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.34974041295931124,0.05780380951356805
116219,HOTEL_21,HOTEL_12,NO_PURCHASE,True,True,False,False,False,True,False,0.16335873815208177,0.05400413890673682
116260,HOTEL_17,HOTEL_12,NO_PURCHASE,True,True,False,False,False,True,False,0.1969064710065017,0.04296087120909279
117013,HOTEL_3,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.633181941106836,0.11400382352831293
117030,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.7153100720503571,0.28468992794964293
118038,HOTEL_4,HOTEL_4,NO_PURCHASE,True,True,False,True,False,True,False,0.22478905715249645,0.09701908373487171
119809,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.1907472142960664,0.09476252698107049
120306,HOTEL_4,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.17052380723091112,0.06689297063069365
120864,HOTEL_15,HOTEL_15,NO_PURCHASE,True,True,False,True,False,True,False,0.2558333293726281,0.06706235949889439
121283,HOTEL_15,HOTEL_3,NO_PURCHASE,True,True,False,False,False,True,False,0.1975699244529687,0.08219584633197055
121347,HOTEL_11,HOTEL_21,NO_PURCHASE,True,True,False,False,False,True,False,0.16663426766219788,0.05902940188614202
122712,HOTEL_17,HOTEL_21,NO_PURCHASE,True,True,False,False,False,True,False,0.1479502729880876,0.05300477341772724
123005,HOTEL_2,HOTEL_19,NO_PURCHASE,True,True,False,False,False,True,False,0.1318364318271194,0.053330949643195985
123010,HOTEL_12,HOTEL_10,NO_PURCHASE,True,True,False,False,False,True,False,0.07859605764116923,0.05843239476603865
123286,HOTEL_9,HOTEL_9,NO_PURCHASE,True,True,False,True,False,True,False,0.2715134801331421,0.08612333258361296
124312,HOTEL_1,HOTEL_7,NO_PURCHASE,True,True,False,False,False,True,False,0.2072883655531062,0.11668914213677967
124532,HOTEL_1,NO_PURCHASE,NO_PURCHASE,True,False,False,False,False,False,False,0.7410266521284053,0.2589733478715947
125906,HOTEL_7,HOTEL_13,NO_PURCHASE,True,True,False,False,False,True,False,0.11068409938019481,0.05572835491821058
127353,HOTEL_6,HOTEL_3,NO_PURCHASE,True,True,False,False,False,True,False,0.22532016059902144,0.07647542571831607
127377,HOTEL_2,HOTEL_14,NO_PURCHASE,True,True,False,False,False,True,False,0.22502066542409546,0.11859597214584351
127388,HOTEL_5,HOTEL_18,NO_PURCHASE,True,True,False,False,False,True,False,0.11776842979891487,0.05791981111801233
128883,HOTEL_17,HOTEL_21,NO_PURCHASE,True,True,False,False,False,True,False,0.11250158051474583,0.0657545487099799
130479,HOTEL_11,HOTEL_5,NO_PURCHASE,True,True,False,False,False,True,False,0.10775809504309763,0.06346075124500715
132072,HOTEL_1,HOTEL_10,NO_PURCHASE,True,True,False,False,False,True,False,0.10328253164251072,0.0776216442197532
