srch_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score,prop_accesibility_score,prop_log_historical_price,price_usd,promotion_flag,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,alt_id,in_ai_sample500,ai_score_sample500,booking_ai_sample500,ai_choice_sample500
7884,2,5,0,4,0,4,106,0,36,3,1,1,1,6,True,0.5468867694934352,0,11
7884,4,4,1,2,0,4,91,0,36,3,1,1,1,7,True,-0.1213510227544658,0,11
7884,4,3,0,1,0,5,70,1,36,3,1,1,1,8,True,-1.2427516545289323,0,11
7884,3,2,0,4,0,4,143,0,36,3,1,1,1,9,True,-1.3674763410908082,0,11
7884,4,4,1,2,0,4,99,0,36,3,1,1,1,10,True,-0.15876094793520457,0,11
7884,4,5,1,4,0,5,117,1,36,3,1,1,1,11,True,1.7282526907503712,1,11
7884,1,3,0,4,0,4,84,0,36,3,1,1,1,12,True,-1.1916527678695992,0,11
7884,1,5,0,4,0,4,81,0,36,3,1,1,1,13,True,0.25547956936653454,0,11
7884,1,5,0,4,0,4,78,0,36,3,1,1,1,14,True,0.26950829130931153,0,11
7884,4,5,1,1,0,5,189,0,36,3,1,1,1,15,True,-0.4661206762990646,0,11
7884,1,4,0,4,0,4,123,0,36,3,1,1,1,16,True,-0.6574743454790223,0,11
7884,2,5,0,4,0,4,97,0,36,3,1,1,1,17,True,0.5889729353217663,0,11
7884,1,5,0,2,0,4,106,0,36,3,1,1,1,18,True,-0.8998824737717988,0,11
7884,2,4,0,4,0,4,105,0,36,3,1,1,1,19,True,-0.16498879750565099,0,11
7884,4,5,0,4,0,5,106,1,36,3,1,1,1,20,True,1.579691337873887,0,11
7884,3,3,0,4,0,5,115,0,36,3,1,1,1,21,True,-0.6038116595645097,0,11
7884,2,5,0,4,0,4,71,0,36,3,1,1,1,22,True,0.7105551921591673,0,11
11023,3,2,1,1,0,5,73,0,28,2,0,1,1,1,True,-2.4816454004350956,0,9
11023,3,5,0,0,0,5,145,0,28,2,0,1,1,2,True,-1.3879073175959724,0,9
11023,3,5,0,0,0,5,113,0,28,2,0,1,1,3,True,-1.2382676168730173,0,9
11023,3,4,1,1,0,5,82,0,28,2,0,1,1,4,True,-1.0906279509700707,0,9
11023,1,2,1,2,0,4,50,0,28,2,0,1,1,5,True,-2.587668420446662,0,9
11023,2,4,0,1,0,5,76,0,28,2,0,1,1,6,True,-1.670883723401225,0,9
11023,4,4,1,1,0,5,113,0,28,2,0,1,1,7,True,-0.8272781947287247,0,9
11023,3,4,1,2,0,4,56,0,28,2,0,1,1,8,True,-0.36599581640544243,0,9
11023,4,4,1,3,0,5,119,0,28,2,0,1,1,9,True,0.18312038833424582,1,9
11023,3,2,0,3,0,5,113,0,28,2,0,1,1,10,True,-1.8302389993902648,0,9
11023,2,4,1,1,0,4,63,0,28,2,0,1,1,11,True,-1.3262707307295594,0,9
11023,4,5,1,0,0,5,116,0,28,2,0,1,1,12,True,-0.6439831224990857,0,9
11023,3,4,0,3,0,5,97,0,28,2,0,1,1,13,True,-0.32231553373543126,0,9
11023,3,4,1,1,0,4,67,0,28,2,0,1,1,14,True,-0.9366624770032206,0,9
11023,2,5,0,3,0,5,85,0,28,2,0,1,1,15,True,0.04203794536564698,0,9
11023,3,4,1,0,0,5,80,0,28,2,0,1,1,16,True,-1.6005034831491485,0,9
11023,1,4,1,2,0,4,43,0,28,2,0,1,1,17,True,-1.1218311206201594,0,9
11023,3,3,1,2,0,4,77,0,28,2,0,1,1,18,True,-1.18074867765156,0,9
11023,1,4,0,1,0,4,56,0,28,2,0,1,1,19,True,-1.901850262513122,0,9
11023,3,4,1,3,0,5,82,0,28,2,0,1,1,20,True,-0.052171924021546134,0,9
11023,4,5,0,1,0,5,88,0,28,2,0,1,1,21,True,-0.1938203708922378,0,9
11023,2,3,0,3,0,5,113,0,28,2,0,1,1,22,True,-1.5220004080602954,0,9
12459,4,5,1,2,0,6,239,0,3,3,0,1,1,1,True,-0.2645265594573849,0,10
12459,4,5,1,3,0,6,219,0,3,3,0,1,1,2,True,0.3482262669687244,0,10
12459,5,5,1,0,0,6,259,0,3,3,0,1,1,3,True,-0.9881941830410477,0,10
12459,3,4,1,2,0,5,89,1,3,3,0,1,1,4,True,-0.30413362202895494,0,10
12459,3,4,1,2,0,5,89,0,3,3,0,1,1,5,True,-0.6041336220289549,0,10
12459,2,3,1,2,0,4,51,1,3,3,0,1,1,6,True,-1.167479637130867,0,10
12459,3,5,1,2,0,5,112,0,3,3,0,1,1,7,True,0.004864650723099495,0,10
12459,3,4,1,2,0,5,65,0,3,3,0,1,1,8,True,-0.4919038464867387,0,10
12459,3,5,0,2,0,5,85,0,3,3,0,1,1,9,True,-0.06887685179190717,0,10
12459,3,5,1,2,0,5,71,1,3,3,0,1,1,10,True,0.49659051727438563,1,10
12459,3,4,1,1,0,5,76,0,3,3,0,1,1,11,True,-1.0625705070845166,0,10
12459,3,4,1,1,0,5,66,0,3,3,0,1,1,12,True,-1.0158081006085933,0,10
12459,3,3,1,1,0,5,99,0,3,3,0,1,1,13,True,-1.886675849625819,0,10
12459,4,5,1,2,0,5,149,0,3,3,0,1,1,14,True,0.24015696307889145,0,10
12459,3,5,1,0,0,5,110,0,3,3,0,1,1,15,True,-1.0242388949302403,0,10
12459,3,4,1,1,0,5,99,0,3,3,0,1,1,16,True,-1.1701240419791406,0,10
12459,3,4,0,3,0,5,92,0,3,3,0,1,1,17,True,-0.29893433049746954,0,10
12459,5,5,1,2,0,6,309,0,3,3,0,1,1,18,True,-0.18355018847214044,0,10
12459,2,3,0,0,0,4,64,0,3,3,0,1,1,19,True,-2.7667267924980923,0,10
12459,3,4,0,2,0,5,79,1,3,3,0,1,1,20,True,-0.45737121555303145,0,10
12459,3,4,1,1,0,5,118,0,3,3,0,1,1,21,True,-1.2589726142833952,0,10
12459,4,5,1,1,0,5,123,0,3,3,0,1,1,22,True,-0.15748879355796974,0,10
12459,4,4,1,2,0,6,299,0,3,3,0,1,1,23,True,-1.261652805959604,0,10
12459,4,5,1,1,0,6,209,0,3,3,0,1,1,24,True,-0.6434673535038767,0,10
12459,3,4,1,2,0,5,89,0,3,3,0,1,1,25,True,-0.6041336220289549,0,10
12459,3,4,1,1,0,4,59,1,3,3,0,1,1,26,True,-0.5992525518224818,0,10
12459,3,5,0,2,0,5,179,1,3,3,0,1,1,27,True,-0.20844347266558766,0,10
12459,2,3,0,0,0,5,70,0,3,3,0,1,1,28,True,-2.8786061006366115,0,10
12459,4,4,0,3,0,5,155,1,3,3,0,1,1,29,True,0.11477572502092143,0,10
12459,3,5,1,1,0,5,129,0,3,3,0,1,1,30,True,-0.5938594537602326,0,10
12459,3,5,1,2,0,5,105,0,3,3,0,1,1,31,True,0.037598335256245896,0,10
12459,3,4,0,2,0,5,82,0,3,3,0,1,1,32,True,-0.7713999374958085,0,10
16109,2,5,1,2,0,4,99,0,59,2,0,1,1,1,True,-0.25883557292194315,0,4
16109,3,3,1,2,0,5,75,0,59,2,0,1,1,2,True,-1.2552180606093404,0,4
16109,3,3,1,2,0,5,79,0,59,2,0,1,1,3,True,-1.2739230231997098,0,4
16109,3,4,1,3,0,5,70,0,59,2,0,1,1,4,True,0.00394296374956199,1,4
25202,3,4,1,3,0,0,149,0,1,1,1,1,1,1,True,0.053629273854592485,0,8
25202,3,5,1,3,0,0,139,0,1,1,1,1,1,2,True,0.8169434879771943,0,8
25202,3,5,1,3,0,0,169,0,1,1,1,1,1,3,True,0.676656268549424,0,8
25202,2,4,1,2,0,0,90,0,1,1,1,1,1,4,True,-0.5980137577284299,0,8
25202,3,5,1,3,0,0,149,0,1,1,1,1,1,5,True,0.7701810815012708,0,8
25202,4,5,0,3,0,0,265,0,1,1,1,1,1,6,True,0.4360503826972675,0,8
25202,5,5,0,3,0,0,289,0,1,1,1,1,1,7,True,0.7321338234717598,0,8
25202,4,5,1,3,0,0,149,0,1,1,1,1,1,8,True,1.1784942978179795,1,8
25202,2,2,1,2,0,0,65,0,1,1,1,1,1,9,True,-1.9142113568319772,0,8
25218,3,5,0,4,0,5,217,0,115,3,0,1,0,1,True,0.35231540967442787,0,4
25218,3,4,1,4,0,5,95,0,115,3,0,1,0,2,True,0.40626496103401555,0,4
25218,3,4,1,1,0,5,107,0,115,3,0,1,0,3,True,-1.2075339671598795,0,4
25218,4,5,0,4,0,5,159,0,115,3,0,1,0,4,True,1.0318505835514928,1,4
25218,2,3,1,3,0,5,79,0,115,3,0,1,0,5,True,-1.1630082260421557,0,4
25218,4,4,0,4,0,5,299,0,115,3,0,1,0,6,True,-0.339374914758114,0,4
25218,3,5,1,3,0,5,114,0,115,3,0,1,0,7,True,0.514740182902177,0,4
25218,2,3,1,3,0,5,306,0,115,3,0,1,0,8,True,-2.2245148530456182,0,4
25218,4,4,1,4,0,6,229,0,115,3,0,1,0,9,True,0.10414006632038486,0,4
25218,4,4,1,4,0,5,127,1,115,3,0,1,0,10,True,0.9649384766277691,0,4
25218,2,4,0,3,0,5,85,0,115,3,0,1,0,11,True,-0.6745138622810314,0,4
25218,3,4,0,4,0,5,96,0,115,3,0,1,0,12,True,0.20158872038642328,0,4
25218,2,3,0,4,0,5,80,0,115,3,0,1,0,13,True,-0.8484564532154859,0,4
25218,2,4,1,3,0,5,69,0,115,3,0,1,0,14,True,-0.3996940119195539,0,4
25218,2,3,0,3,0,5,47,0,115,3,0,1,0,15,True,-1.2133685253192006,0,4
25218,2,3,0,3,0,5,60,0,115,3,0,1,0,16,True,-1.2741596537379012,0,4
25218,2,3,0,3,0,5,133,0,115,3,0,1,0,17,True,-1.6155252210121422,0,4
25218,2,2,1,3,0,4,49,0,115,3,0,1,0,18,True,-1.6554509500080978,0,4
25218,2,3,1,4,0,5,136,0,115,3,0,1,0,19,True,-0.9103259294806572,0,4
25218,2,3,1,3,0,5,110,0,115,3,0,1,0,20,True,-1.3079716861175186,0,4
25218,2,3,0,3,0,5,69,0,115,3,0,1,0,21,True,-1.316245819566232,0,4
25218,2,3,1,3,0,5,70,0,115,3,0,1,0,22,True,-1.1209220602138246,0,4
25218,2,3,1,2,0,5,100,0,115,3,0,1,0,23,True,-1.7804372931158572,0,4
25218,2,4,1,0,0,5,85,0,115,3,0,1,0,24,True,-2.0321979027038184,0,4
25218,2,3,1,4,0,5,169,1,115,3,0,1,0,25,True,-0.7646418708512044,0,4
25218,3,4,0,3,0,5,105,0,115,3,0,1,0,26,True,-0.35972545891617,0,4
25218,2,3,0,3,0,5,53,1,115,3,0,1,0,27,True,-0.9414259692047546,0,4
25218,3,4,1,3,0,5,203,0,115,3,0,1,0,28,True,-0.6179970423802199,0,4
25218,2,3,1,3,0,5,79,0,115,3,0,1,0,29,True,-1.1630082260421557,0,4
25218,4,3,1,3,0,5,118,0,115,3,0,1,0,30,True,-0.5287551786648402,0,4
25218,3,5,1,1,0,5,110,0,115,3,0,1,0,31,True,-0.5050108814559782,0,4
26913,4,4,0,4,0,5,179,0,2,2,2,1,0,1,True,0.22177396295296736,0,3
26913,4,4,0,4,0,5,229,0,2,2,2,1,0,2,True,-0.012038069426649756,0,3
26913,4,4,1,4,0,5,127,1,2,2,2,1,0,3,True,0.9649384766277691,1,3
26913,3,3,0,3,0,5,119,0,2,2,2,1,0,4,True,-1.1417446356291412,0,3
26913,2,3,0,3,0,5,199,0,2,2,2,1,0,5,True,-1.9241571037532372,0,3
26913,3,4,0,4,0,5,119,0,2,2,2,1,0,6,True,0.09403518549179934,0,3
26913,4,4,1,4,0,5,189,0,2,2,2,1,0,7,True,0.37501155647704365,0,3
26913,4,5,0,4,0,5,189,0,2,2,2,1,0,8,True,0.8915633641237223,0,3
26913,2,5,0,4,0,5,150,0,2,2,2,1,0,9,True,0.2573103167464067,0,3
26913,3,4,0,3,0,5,126,1,2,2,2,1,0,10,True,-0.15792651251560924,0,3
26913,2,3,0,3,0,5,60,0,2,2,2,1,0,11,True,-1.2741596537379012,0,3
26913,3,4,0,3,0,5,100,0,2,2,2,1,0,12,True,-0.3363442556782083,0,3
26913,3,5,0,3,0,5,232,0,2,2,2,1,0,13,True,-0.23705621351371942,0,3
26913,2,3,1,4,0,5,89,0,2,2,2,1,0,14,True,-0.690542619043817,0,3
26913,2,3,1,4,0,5,74,0,2,2,2,1,0,15,True,-0.6203990093299319,0,3
26913,3,5,0,3,0,5,162,0,2,2,2,1,0,16,True,0.0902806318177447,0,3
26913,3,4,1,3,0,5,159,0,2,2,2,1,0,17,True,-0.41224245388615666,0,3
26913,4,3,1,3,0,5,159,0,2,2,2,1,0,18,True,-0.7204810452161263,0,3
26913,2,3,0,3,0,5,55,0,2,2,2,1,0,19,True,-1.2507784504999395,0,3
26913,2,3,0,3,0,5,69,0,2,2,2,1,0,20,True,-1.316245819566232,0,3
26913,4,4,1,3,0,5,189,0,2,2,2,1,0,21,True,-0.1442164569972184,0,3
26913,2,3,1,3,0,5,120,0,2,2,2,1,0,22,True,-1.354734092593442,0,3
26913,2,3,1,3,0,5,54,0,2,2,2,1,0,23,True,-1.0461022098523471,0,3
26913,2,3,0,3,0,5,59,0,2,2,2,1,0,24,True,-1.2694834130903088,0,3
26913,2,3,1,3,0,5,69,0,2,2,2,1,0,25,True,-1.1162458195662324,0,3
26913,2,3,0,3,0,6,59,0,2,2,2,1,0,26,True,-1.3533052773432739,0,3
26913,2,4,1,3,0,5,109,0,2,2,2,1,0,27,True,-0.5867436378232477,0,3
26913,2,3,1,4,0,5,109,0,2,2,2,1,0,28,True,-0.7840674319956639,0,3
26913,2,3,0,3,0,5,74,1,2,2,2,1,0,29,True,-1.039627022804194,0,3
26913,2,4,1,3,0,5,69,0,2,2,2,1,0,30,True,-0.3996940119195539,0,3
26913,3,4,1,3,0,5,101,0,2,2,2,1,0,31,True,-0.14102049632580071,0,3
26913,2,3,1,3,0,5,74,0,2,2,2,1,0,32,True,-1.139627022804194,0,3
26913,2,4,1,3,0,5,118,0,2,2,2,1,0,33,True,-0.6288298036515788,0,3
27825,4,3,0,4,0,5,58,1,9,1,0,1,1,1,True,0.3710472736649627,0,18
27825,5,4,0,3,0,6,149,0,9,1,0,1,1,2,True,0.167324520970219,0,18
27825,4,4,0,4,0,5,70,0,9,1,0,1,1,3,True,0.731484193540533,0,18
27825,5,5,0,4,0,6,279,0,9,1,0,1,1,4,True,0.7951930579041548,0,18
27825,5,5,0,2,0,6,331,0,9,1,0,1,1,5,True,-0.4864274827191719,0,18
27825,4,5,0,4,0,5,137,0,9,1,0,1,1,6,True,1.1347278777985244,0,18
27825,4,5,0,3,0,5,74,1,9,1,0,1,1,7,True,1.21010302512258,0,18
27825,4,5,0,1,0,6,142,1,9,1,0,1,1,8,True,-0.23015923011518963,0,18
27825,4,5,1,1,0,6,164,1,9,1,0,1,1,9,True,-0.1330365243622212,0,18
27825,4,4,0,2,0,5,66,0,9,1,0,1,1,10,True,-0.28826687081762226,0,18
27825,5,5,0,4,0,6,207,0,9,1,0,1,1,11,True,1.1318823845308037,0,18
27825,4,5,0,1,0,6,264,0,9,1,0,1,1,12,True,-1.1006605891214556,0,18
27825,4,5,0,3,0,6,169,0,9,1,0,1,1,13,True,0.38203829934834177,0,18
27825,5,5,0,3,0,6,95,0,9,1,0,1,1,14,True,1.136393323586884,0,18
27825,4,5,0,2,0,5,148,1,9,1,0,1,1,15,True,0.3448332037264838,0,18
27825,4,5,0,3,0,5,119,0,9,1,0,1,1,16,True,0.6996721959809243,0,18
27825,4,4,0,3,0,6,123,1,9,1,0,1,1,17,True,0.18059356149091127,0,18
27825,4,5,0,4,0,5,112,0,9,1,0,1,1,18,True,1.251633893988333,1,18
27825,4,4,0,0,0,5,66,0,9,1,0,1,1,19,True,-1.3267228977661467,0,18
27825,5,4,0,2,0,6,174,1,9,1,0,1,1,20,True,-0.16880950869385208,0,18
27825,5,5,0,0,0,6,231,0,9,1,0,1,1,21,True,-1.057259444908462,0,18
27825,5,5,0,3,0,6,172,1,9,1,0,1,1,22,True,1.0763227937222735,0,18
27825,5,5,0,2,0,6,268,0,9,1,0,1,1,23,True,-0.1918243219208542,0,18
27825,5,4,0,1,0,6,205,1,9,1,0,1,1,24,True,-0.833000982243477,0,18
27825,4,5,0,2,0,5,152,1,9,1,0,1,1,25,True,0.32612824113611444,0,18
30414,4,4,1,3,0,5,228,0,6,2,0,1,1,1,True,-0.3265898422533199,0,13
30414,3,3,0,2,0,5,110,0,6,2,0,1,1,2,True,-1.6188864832750727,0,13
30414,4,3,0,3,0,5,144,0,6,2,0,1,1,3,True,-0.8503374355022412,0,13
30414,4,4,1,3,0,5,195,0,6,2,0,1,1,4,True,-0.1722739008827724,0,13
30414,3,3,0,1,0,5,72,0,6,2,0,1,1,5,True,-1.9604173521408257,0,13
30414,4,5,0,1,0,5,66,0,6,2,0,1,1,6,True,-0.09094307664520618,0,13
30414,4,4,1,1,0,6,235,0,6,2,0,1,1,7,True,-1.481601417987956,0,13
30414,3,4,1,3,0,4,93,0,6,2,0,1,1,8,True,-0.01978870689209683,0,13
30414,3,4,0,0,0,5,91,0,6,2,0,1,1,9,True,-1.851942130272664,0,13
30414,4,4,1,2,0,5,129,0,6,2,0,1,1,10,True,-0.38287003161594,0,13
30414,2,2,1,3,0,4,86,0,6,2,0,1,1,11,True,-1.8284718539690146,0,13
30414,3,4,0,3,0,5,91,0,6,2,0,1,1,12,True,-0.29425808984987717,0,13
30414,3,5,1,3,0,5,77,0,6,2,0,1,1,13,True,0.6877610868630939,1,13
30414,3,4,1,3,0,5,74,0,6,2,0,1,1,14,True,-0.014761998840807367,0,13
30414,4,4,1,2,0,5,143,0,6,2,0,1,1,15,True,-0.44833740068223293,0,13
30414,4,5,0,2,0,5,180,0,6,2,0,1,1,16,True,-0.10480649699647127,0,13
30414,3,3,0,1,0,4,67,0,6,2,0,1,1,17,True,-1.853214284649899,0,13
30414,4,3,1,3,0,5,124,0,6,2,0,1,1,18,True,-0.5568126225503943,0,13
30414,3,2,0,3,0,5,75,0,6,2,0,1,1,19,True,-1.6525418547817559,0,13
30414,4,4,1,2,0,5,243,0,6,2,0,1,1,20,True,-0.9159614654414675,0,13
30414,2,3,0,3,0,5,67,0,6,2,0,1,1,21,True,-1.3068933382710475,0,13
30414,3,4,1,2,0,5,118,0,6,2,0,1,1,22,True,-0.739744600809133,0,13
30414,4,4,1,2,0,5,130,0,6,2,0,1,1,23,True,-0.38754627226353244,0,13
30414,4,5,1,0,0,5,250,0,6,2,0,1,1,24,True,-1.27059936927646,0,13
30414,3,3,1,2,0,5,66,0,6,2,0,1,1,25,True,-1.2131318947810095,0,13
30414,3,4,1,2,0,5,105,0,6,2,0,1,1,26,True,-0.6789534723904325,0,13
30414,4,4,1,2,0,5,126,0,6,2,0,1,1,27,True,-0.368841309673163,0,13
30414,3,4,1,3,0,5,187,0,6,2,0,1,1,28,True,-0.5431771920187424,0,13
30414,4,3,1,2,0,5,155,0,6,2,0,1,1,29,True,-1.2210040961000193,0,13
30414,3,5,1,0,0,5,86,0,6,2,0,1,1,30,True,-0.912009119388024,0,13
30414,4,4,1,0,0,5,345,0,6,2,0,1,1,31,True,-2.4313940384444113,0,13
30908,5,4,1,2,0,0,146,0,0,1,1,2,0,1,True,0.3650564149565245,0,4
30908,5,5,1,2,0,0,112,0,0,1,1,2,0,2,True,1.2406004046213426,0,4
30908,5,3,1,3,0,0,163,0,0,1,1,2,0,3,True,0.0882365297750386,0,4
30908,5,5,1,4,0,0,146,0,0,1,1,2,0,4,True,2.120064249551728,1,4
30908,5,4,1,5,0,0,122,0,0,1,1,2,0,5,True,2.0349702309215276,0,4
30908,5,5,1,3,0,0,274,0,0,1,1,2,0,6,True,1.0022774331856448,0,4
33543,4,5,1,4,0,5,219,0,0,2,0,1,1,1,True,0.9512761446959521,0,2
33543,4,5,1,4,0,5,189,0,0,2,0,1,1,2,True,1.0915633641237226,1,2
33543,4,5,1,4,0,6,219,0,0,2,0,1,1,3,True,0.8674542804429868,0,2
33543,4,5,1,4,0,6,269,0,0,2,0,1,1,4,True,0.6336422480633697,0,2
33543,4,5,1,4,0,6,229,0,0,2,0,1,1,5,True,0.8206918739670634,0,2
33543,3,4,1,4,0,5,149,0,0,2,0,1,1,6,True,0.15374796606402896,0,2
33543,3,4,1,4,0,5,139,0,0,2,0,1,1,7,True,0.2005103725399524,0,2
33543,4,4,1,1,0,5,139,0,0,2,0,1,1,8,True,-0.9488604515661256,0,2
33543,3,4,1,2,0,5,109,0,0,2,0,1,1,9,True,-0.6976584349808018,0,2
33543,4,5,1,4,0,5,229,0,0,2,0,1,1,10,True,0.9045137382200288,0,2
33543,2,4,1,4,0,5,109,0,0,2,0,1,1,11,True,-0.0675156243489855,0,2
33543,3,5,1,4,0,6,279,0,0,2,0,1,1,12,True,0.1785666252707372,0,2
33543,4,4,1,4,0,5,199,0,0,2,0,1,1,13,True,0.3282491500011202,0,2
33543,2,4,1,3,0,5,135,1,0,2,0,1,1,14,True,-0.40832589466064867,0,2
33543,5,4,1,4,0,5,197,1,0,2,0,1,1,15,True,1.045914847613014,0,2
33543,4,4,1,4,0,5,159,0,0,2,0,1,1,16,True,0.5152987759048141,0,2
33543,4,4,1,4,0,5,230,0,0,2,0,1,1,17,True,0.18328568992575756,0,2
37042,3,4,1,3,0,5,99,0,1,2,0,1,1,1,True,-0.13166801503061598,0,2
37042,3,5,1,3,0,5,109,0,1,2,0,1,1,2,True,0.5381213861401388,1,2
37042,4,4,1,3,0,5,114,0,1,2,0,1,1,3,True,0.2065015915722075,0,2
37042,3,3,1,3,0,5,91,0,1,2,0,1,1,4,True,-0.8108098974965556,0,2
37042,2,3,1,3,0,5,65,0,1,2,0,1,1,5,True,-1.097540856975863,0,2
37042,3,5,1,2,0,5,99,0,1,2,0,1,1,6,True,0.06565577914179999,0,2
37042,3,5,1,3,0,5,109,0,1,2,0,1,1,7,True,0.5381213861401388,0,2
37042,3,5,1,3,0,5,129,0,1,2,0,1,1,8,True,0.44459657318829193,0,2
37042,3,5,1,3,0,5,119,0,1,2,0,1,1,9,True,0.4913589796642154,0,2
37042,2,3,1,3,0,4,80,0,1,2,0,1,1,10,True,-1.083862602436783,0,2
37042,2,3,1,3,0,5,60,0,1,2,0,1,1,11,True,-1.0741596537379012,0,2
37042,2,2,1,2,0,4,60,0,1,2,0,1,1,12,True,-2.2261176106058764,0,2
37042,2,3,1,1,0,5,55,1,1,2,0,1,1,13,True,-1.789234477448464,0,2
37042,2,2,1,2,0,5,129,0,1,2,0,1,1,14,True,-2.632600079542713,0,2
37042,2,4,1,2,0,5,75,0,1,2,0,1,1,15,True,-0.9469794692793704,0,2
37042,3,4,1,2,0,5,64,0,1,2,0,1,1,16,True,-0.4872276058391463,0,2
37042,2,3,1,1,0,4,54,0,1,2,0,1,1,17,True,-2.0007363725479066,0,2
37042,3,3,0,2,0,5,69,0,1,2,0,1,1,18,True,-1.4271606167237865,0,2
37042,4,5,0,3,0,5,175,0,1,2,0,1,1,19,True,0.437802719715753,0,2
37042,2,4,1,2,0,5,65,0,1,2,0,1,1,20,True,-0.9002170628034469,0,2
37042,2,3,1,3,0,5,149,0,1,2,0,1,1,21,True,-1.49034507137362,0,2
37042,2,5,1,1,0,5,84,0,1,2,0,1,1,22,True,-0.7917418409352853,0,2
37042,2,2,1,2,0,4,60,0,1,2,0,1,1,23,True,-2.2261176106058764,0,2
37042,4,5,1,3,0,5,199,0,1,2,0,1,1,24,True,0.5255729441735364,0,2
37042,4,5,1,3,0,5,199,0,1,2,0,1,1,25,True,0.5255729441735364,0,2
37042,3,5,1,3,0,5,159,0,1,2,0,1,1,26,True,0.3043093537605216,0,2
37042,3,4,1,2,0,5,112,0,1,2,0,1,1,27,True,-0.7116871569235789,0,2
37042,3,5,1,2,0,5,110,0,1,2,0,1,1,28,True,0.014217132018284118,0,2
37042,3,5,1,3,0,5,159,0,1,2,0,1,1,29,True,0.3043093537605216,0,2
37042,3,4,1,2,0,5,85,0,1,2,0,1,1,30,True,-0.5854286594385856,0,2
37420,4,5,1,2,0,5,241,0,6,2,0,1,1,1,True,-0.1900571764996043,0,12
37420,4,4,1,3,0,5,211,0,6,2,0,1,1,2,True,-0.24709375124424993,0,12
37420,3,4,1,2,0,5,77,0,6,2,0,1,1,3,True,-0.5480187342578469,0,12
37420,3,3,1,3,0,5,123,0,6,2,0,1,1,4,True,-0.9604495982195106,0,12
37420,4,4,1,3,0,5,201,0,6,2,0,1,1,5,True,-0.20033134476832648,0,12
37420,3,4,1,3,0,5,152,0,6,2,0,1,1,6,True,-0.37950876935301026,0,12
37420,2,4,0,3,0,5,102,0,6,2,0,1,1,7,True,-0.7540099532901012,0,12
37420,3,4,1,3,0,5,137,0,6,2,0,1,1,8,True,-0.30936515963912514,0,12
37420,4,4,1,3,0,5,231,0,6,2,0,1,1,9,True,-0.34061856419609693,0,12
37420,3,3,1,3,0,5,126,0,6,2,0,1,1,10,True,-0.9744783201622876,0,12
